,subject,trial,leftrating,rightrating,rt,choice,correct
1609,30,63,0,0,2824,1,0
1610,30,64,1,5,4581,0,1
1611,30,65,2,2,3473,1,0
1612,30,66,3,0,3898,1,1
1613,30,67,3,2,3608,1,1
1614,30,68,4,2,3314,1,1
1615,30,69,10,7,4184,0,0
1616,30,70,3,10,2379,0,1
1617,30,71,3,1,5206,0,0
1618,30,72,1,6,3846,0,1
1619,30,73,2,0,4757,1,1
1620,30,74,5,8,3224,0,1
1621,30,75,4,0,2449,1,1
1622,30,76,7,7,3748,1,0
1623,30,77,10,7,3411,1,1
1624,30,78,1,0,6302,1,1
1625,30,79,3,0,3048,1,1
1626,30,80,6,10,3507,0,1
1627,30,81,8,6,4950,1,1
1628,30,82,9,6,3206,1,1
1629,30,83,8,7,4870,0,0
1630,30,84,0,2,1635,1,0
1631,30,85,2,0,3105,0,0
1632,30,86,8,7,6832,0,0
1633,30,87,10,7,1989,0,0
1634,30,88,7,0,2227,1,1
1635,30,89,0,7,4415,0,1
1636,30,90,7,1,1971,1,1
1637,30,91,7,6,1893,1,1
1638,30,92,2,7,2037,0,1
1639,30,93,0,6,1820,0,1
1640,30,94,7,3,2019,1,1
1641,30,95,7,3,1909,1,1
1642,30,96,9,10,1894,1,0
1643,30,97,9,7,2185,1,1
1644,30,98,0,3,1546,0,1
1645,30,99,1,2,2008,1,0
1646,30,100,7,10,2337,0,1
1647,31,1,3,5,3597,0,1
1648,31,2,2,3,3592,0,1
1649,31,3,1,2,1583,0,1
1650,31,4,2,1,2096,1,1
1651,31,5,4,1,2461,1,1
1652,31,6,4,0,1256,1,1
1653,31,7,6,3,1378,1,1
1654,31,8,1,4,1419,0,1
1655,31,9,1,5,1731,0,1
1656,31,10,2,1,12704,1,1
1657,31,11,1,2,1970,0,1
1658,31,12,0,0,3700,0,0
1659,31,13,5,2,1993,1,1
1660,31,14,1,2,1396,0,1
1661,31,15,5,1,3099,1,1
1662,31,16,0,2,3948,0,1
1663,31,17,1,2,5702,1,0
1664,31,18,4,5,3322,1,0
1665,31,19,3,1,1264,1,1
1666,31,20,5,0,1188,1,1
1667,31,21,1,6,1215,0,1
1668,31,22,0,5,1096,0,1
1669,31,23,5,1,1918,1,1
1670,31,24,3,3,6085,0,0
1671,31,25,2,3,2126,0,1
1672,31,26,0,4,3109,0,1
1673,31,27,0,3,2069,0,1
1674,31,28,1,2,3280,1,0
1675,31,29,6,2,1174,1,1
1676,31,30,4,6,1103,0,1
1677,31,31,2,3,6980,0,1
1678,31,32,2,2,14806,1,0
1679,31,33,3,4,1545,1,0
1680,31,34,4,2,1167,1,1
1681,31,35,2,4,1193,0,1
1682,31,36,1,1,7380,1,0
1683,31,37,6,2,1332,1,1
1684,31,38,2,2,3576,0,0
1685,31,39,4,1,1765,1,1
1686,31,40,4,6,1559,0,1
1687,31,41,4,7,1975,0,1
1688,31,42,6,2,1177,1,1
1689,31,43,2,0,3097,1,1
1690,31,44,5,2,2808,0,0
1691,31,45,2,2,2247,0,0
1692,31,46,3,4,1702,0,1
1693,31,47,0,4,2428,0,1
1694,31,48,1,1,3841,0,0
1695,31,49,2,2,2922,0,0
1696,31,50,2,5,1444,0,1
1697,31,51,4,1,2155,1,1
1698,31,52,4,3,2741,1,1
1699,31,53,1,4,2024,0,1
1700,31,54,4,1,1173,1,1
1701,31,55,3,6,952,0,1
1702,31,56,8,4,1872,1,1
1703,31,57,2,4,4919,1,0
1704,31,58,0,1,2650,0,1
1705,31,59,5,0,1488,1,1
1706,31,60,2,0,3423,1,1
1707,31,61,2,1,1351,1,1
1708,31,62,2,1,4483,1,1
1709,31,63,6,3,804,1,1
1710,31,64,3,6,7838,1,0
1711,31,65,5,1,1128,1,1
1712,31,66,4,2,1352,1,1
1713,31,67,1,0,4726,1,1
1714,31,68,1,5,1228,0,1
1715,31,69,0,4,1348,0,1
1716,31,70,2,0,2833,1,1
1717,31,71,1,3,2570,0,1
1718,31,72,6,2,1575,1,1
1719,31,73,2,3,3127,0,1
1720,31,74,5,4,6901,1,1
1721,31,75,3,0,1085,1,1
1722,31,76,2,1,1745,0,0
1723,31,77,0,1,1925,0,1
1724,31,78,0,4,1931,0,1
1725,31,79,1,0,15450,1,1
1726,31,80,3,0,1555,1,1
1727,31,81,6,3,875,1,1
1728,31,82,1,5,1090,0,1
1729,31,84,7,8,23572,0,1
1730,31,85,2,2,1356,1,0
1731,31,86,4,1,1028,1,1
1732,31,87,1,5,5092,0,1
1733,31,88,5,5,8349,0,0
1734,31,89,5,4,3599,1,1
1735,31,90,2,6,1260,0,1
1736,31,91,0,5,1461,0,1
1737,31,92,1,0,7257,0,0
1738,31,93,4,2,3980,0,0
1739,31,94,6,2,1437,1,1
1740,31,95,1,3,1584,0,1
1741,31,96,2,3,1668,0,1
1742,31,97,6,3,10078,0,0
1743,31,98,2,2,7323,0,0
1744,31,99,0,5,936,0,1
1745,31,100,1,0,4381,0,0
1746,32,2,0,0,1737,0,0
1747,32,3,2,0,10804,1,1
1748,32,4,6,2,3780,1,1
1749,32,5,3,3,5953,1,0
1750,32,6,0,6,1959,0,1
1751,32,7,6,2,2216,1,1
1752,32,8,9,2,1519,1,1
1753,32,9,0,6,1994,0,1
1754,32,10,0,0,3030,0,0
1755,32,11,0,7,2365,0,1
1756,32,12,3,0,3179,1,1
1757,32,13,4,9,1866,0,1
1758,32,14,6,7,2862,1,0
1759,32,15,2,9,1669,0,1
1760,32,16,6,1,1910,1,1
1761,32,17,4,6,3030,1,0
1762,32,18,2,4,3677,1,0
1763,32,19,0,1,2348,0,1
1764,32,20,0,0,2269,1,0
1765,32,21,2,8,874,0,1
1766,32,22,9,2,1473,1,1
1767,32,23,2,9,1013,0,1
1768,32,24,2,4,2239,0,1
1769,32,25,6,0,2911,1,1
1770,32,26,0,3,2097,0,1
1771,32,27,0,6,4138,0,1
1772,32,28,0,0,4084,1,0
1773,32,29,6,2,2691,1,1
1774,32,30,8,7,2664,1,1
1775,32,31,0,3,2714,0,1
1776,32,32,4,6,2882,0,1
1777,32,33,1,7,1334,0,1
1778,32,34,4,2,2149,0,0
1779,32,35,6,7,1298,0,1
1780,32,36,7,4,1606,1,1
1781,32,37,3,8,1177,0,1
1782,32,38,3,3,3926,1,0
1783,32,39,8,7,2738,1,1
1784,32,40,1,6,1750,0,1
1785,32,41,0,4,2332,0,1
1786,32,42,3,0,2481,1,1
1787,32,43,0,0,3121,0,0
1788,32,44,0,0,3131,1,0
1789,32,45,2,4,1618,0,1
1790,32,46,8,8,1995,0,0
1791,32,47,9,8,1745,0,0
1792,32,48,0,2,3102,1,0
1793,32,49,4,8,1941,0,1
1794,32,50,3,0,3167,1,1
1795,32,51,2,2,2793,0,0
1796,32,52,0,1,1757,0,1
1797,32,53,7,2,3201,1,1
1798,32,54,0,7,1473,0,1
1799,32,55,6,1,2875,1,1
1800,32,56,3,3,5094,0,0
1801,32,57,8,8,1034,1,0
1802,32,58,1,0,2149,1,1
1803,32,59,6,3,2825,1,1
1804,32,60,6,1,2022,1,1
1805,32,61,0,3,2694,0,1
1806,32,62,6,1,7328,0,0
1807,32,63,2,2,1470,1,0
1808,32,64,2,0,3190,1,1
1809,32,65,4,9,1100,0,1
1810,32,66,0,2,2250,0,1
1811,32,67,2,3,3816,0,1
1812,32,68,2,2,4280,0,0
1813,32,69,0,0,3996,1,0
1814,32,70,9,7,2486,1,1
1815,32,71,9,2,1569,1,1
1816,32,72,6,1,2138,1,1
1817,32,73,2,6,1312,0,1
1818,32,74,4,2,2878,1,1
1819,32,75,0,1,4526,1,0
1820,32,76,1,0,2775,1,1
1821,32,77,7,0,1632,1,1
1822,32,78,0,6,2651,0,1
1823,32,79,0,4,1271,0,1
1824,32,80,0,6,5631,1,0
1825,32,81,1,0,1394,1,1
1826,32,82,3,1,2669,1,1
1827,32,83,0,7,1569,0,1
1828,32,84,2,9,1010,0,1
1829,32,85,6,0,2339,1,1
1830,32,86,0,2,2024,0,1
1831,32,87,0,2,3139,1,0
1832,32,88,8,8,1226,1,0
1833,32,89,2,1,4873,0,0
1834,32,90,6,9,3471,0,1
1835,32,91,7,0,1486,1,1
1836,32,92,3,2,2440,0,0
1837,32,93,2,2,896,0,0
1838,32,94,8,6,3876,0,0
1839,32,95,0,1,1165,0,1
1840,32,96,3,2,2022,0,0
1841,32,97,0,4,1460,0,1
1842,32,98,3,8,1138,0,1
1843,32,99,0,7,1995,0,1
1844,32,100,0,1,1510,0,1
1845,33,34,7,9,784,0,1
1846,33,42,3,9,1442,0,1
1847,33,54,8,3,3733,1,1
1848,33,55,10,3,795,1,1
1849,33,56,10,4,2013,1,1
1850,33,57,4,8,1192,0,1
1851,33,58,10,5,930,1,1
1852,33,59,7,1,1297,1,1
1853,33,60,0,5,2182,0,1
1854,33,61,5,8,6454,0,1
1855,33,62,6,8,1391,1,0
1856,33,63,6,10,969,0,1
1857,33,64,10,7,2376,1,1
1858,33,65,7,6,1282,1,1
1859,33,66,3,7,1078,0,1
1860,33,67,6,9,1794,0,1
1861,33,68,5,7,869,1,0
1862,33,69,0,0,3620,0,0
1863,33,70,7,10,897,0,1
1864,33,71,7,8,1323,1,0
1865,33,72,5,3,950,1,1
1866,33,73,10,9,1529,1,1
1867,33,74,2,3,2562,0,1
1868,33,75,3,1,1272,1,1
1869,33,76,10,7,679,1,1
1870,33,77,7,5,1101,1,1
1871,33,78,6,8,1150,1,0
1872,33,79,9,4,743,1,1
1873,33,80,7,2,1025,1,1
1874,33,81,3,5,756,1,0
1875,33,82,7,7,1528,1,0
1876,33,83,9,7,2687,0,0
1877,33,84,6,10,889,0,1
1878,33,85,1,2,1051,0,1
1879,33,86,7,9,1291,1,0
1880,33,87,0,4,916,0,1
1881,33,88,9,10,1220,0,1
1882,33,89,10,10,1485,0,0
1883,33,90,10,8,902,1,1
1884,33,91,5,5,1800,1,0
1885,33,92,3,7,1701,1,0
1886,33,93,10,6,2177,1,1
1887,33,94,0,5,1680,0,1
1888,33,95,10,3,883,1,1
1889,33,96,8,6,1077,0,0
1890,33,97,6,9,1080,0,1
1891,33,98,5,4,1233,1,1
1892,33,99,10,8,1142,0,0
1893,33,100,5,10,870,0,1
1894,34,1,4,5,2259,0,1
1895,34,2,5,0,1409,1,1
1896,34,3,7,9,1350,0,1
1897,34,4,7,2,3345,1,1
1898,34,5,5,3,4012,1,1
1899,34,6,9,5,2001,1,1
1900,34,7,5,2,2088,1,1
1901,34,8,3,6,2625,0,1
1902,34,9,8,5,1679,1,1
1903,34,10,9,6,2647,1,1
1904,34,11,5,2,3164,1,1
1905,34,12,2,3,2341,0,1
1906,34,13,3,7,1787,0,1
1907,34,14,3,8,1557,0,1
1908,34,15,9,8,3319,1,1
1909,34,16,8,7,3006,1,1
1910,34,17,9,10,1928,0,1
1911,34,18,7,9,1701,0,1
1912,34,19,8,6,2940,1,1
1913,34,20,8,5,1512,1,1
1914,34,21,10,5,1480,1,1
1915,34,22,0,5,1808,0,1
1916,34,23,7,10,1419,0,1
1917,34,24,9,8,2024,1,1
1918,34,25,7,2,1742,1,1
1919,34,26,3,5,2731,0,1
1920,34,27,6,3,2203,1,1
1921,34,28,7,4,3033,1,1
1922,34,29,7,6,5760,1,1
1923,34,30,5,8,1963,0,1
1924,34,31,9,7,1580,1,1
1925,34,32,9,4,1550,1,1
1926,34,33,6,2,1839,1,1
1927,34,34,5,3,2103,1,1
1928,34,35,8,7,1622,1,1
1929,34,36,7,5,2680,1,1
1930,34,37,3,0,1872,1,1
1931,34,38,7,5,1548,1,1
1932,34,39,3,8,2995,0,1
1933,34,40,7,2,2138,1,1
1934,34,41,10,8,2087,1,1
1935,34,42,1,5,1708,0,1
1936,34,43,0,2,3188,0,1
1937,34,44,5,9,2583,0,1
1938,34,45,6,7,1605,0,1
1939,34,46,8,6,2726,1,1
1940,34,47,7,9,2450,0,1
1941,34,48,8,6,2400,1,1
1942,34,49,6,3,1734,1,1
1943,34,50,10,7,1561,1,1
1944,34,51,3,0,2159,1,1
1945,34,52,4,8,1971,0,1
1946,34,53,6,6,2129,1,0
1947,34,54,3,2,2003,1,1
1948,34,55,2,2,2072,1,0
1949,34,56,6,9,1622,0,1
1950,34,57,3,7,1607,0,1
1951,34,58,8,8,3950,1,0
1952,34,59,2,5,2804,0,1
1953,34,60,9,8,2177,1,1
1954,34,61,9,9,3187,1,0
1955,34,62,5,7,2784,1,0
1956,34,63,6,4,3052,1,1
1957,34,64,7,9,1496,0,1
1958,34,65,8,6,1917,1,1
1959,34,66,3,7,2072,0,1
1960,34,67,2,2,1803,0,0
1961,34,68,8,7,4599,1,1
1962,34,69,4,1,1829,1,1
1963,34,70,5,6,1518,0,1
1964,34,71,0,2,1220,0,1
1965,34,72,3,2,3847,1,1
1966,34,73,8,7,3313,0,0
1967,34,74,8,3,1714,1,1
1968,34,75,6,8,2102,0,1
1969,34,76,4,8,1416,0,1
1970,34,77,9,4,1345,1,1
1971,34,78,0,5,1159,0,1
1972,34,79,8,9,2861,0,1
1973,34,80,5,9,1938,0,1
1974,34,81,6,8,2880,1,0
1975,34,82,3,2,3336,1,1
1976,34,83,8,3,1799,0,0
1977,34,84,0,3,2264,0,1
1978,34,85,7,4,1966,1,1
1979,34,86,3,6,2011,0,1
1980,34,87,6,8,2121,0,1
1981,34,88,9,8,3458,0,0
1982,34,89,6,3,2136,1,1
1983,34,90,3,2,2833,1,1
1984,34,91,4,1,2472,0,0
1985,34,92,8,7,4312,0,0
1986,34,93,7,6,5059,1,1
1987,34,94,8,6,1762,1,1
1988,34,95,3,2,4666,1,1
1989,34,96,2,6,1892,0,1
1990,34,97,8,9,1899,0,1
1991,34,98,7,9,3668,1,0
1992,34,99,2,7,2283,0,1
1993,34,100,6,5,2560,0,0
1994,35,1,0,0,4642,1,0
1995,35,2,1,0,2722,0,0
1996,35,3,1,0,1763,1,1
1997,35,4,4,0,995,1,1
1998,35,5,0,4,1272,0,1
1999,35,6,2,3,1439,1,0
2000,35,7,0,1,1738,0,1
2001,35,8,0,5,1279,1,0
2002,35,9,10,10,1106,1,0
2003,35,10,1,0,1708,1,1
2004,35,11,0,0,1196,0,0
2005,35,12,1,0,1194,1,1
2006,35,13,0,3,2326,0,1
2007,35,14,7,2,1052,1,1
2008,35,15,0,0,1374,0,0
2009,35,16,0,0,2700,0,0
2010,35,17,1,3,1491,0,1
2011,35,18,1,3,1686,1,0
2012,35,19,0,0,3905,1,0
2013,35,20,7,5,2458,1,1
2014,35,21,7,10,1503,0,1
2015,35,22,1,6,1418,0,1
2016,35,23,0,5,1423,0,1
2017,35,24,2,0,1196,1,1
2018,35,25,4,0,1610,1,1
2019,35,26,0,2,1370,0,1
2020,35,27,0,1,1226,0,1
2021,35,28,5,2,1374,0,0
2022,35,29,0,0,1171,1,0
2023,35,30,7,3,991,1,1
2024,35,31,0,0,2495,0,0
2025,35,32,5,8,984,0,1
2026,35,33,4,4,1142,0,0
2027,35,34,0,5,1258,0,1
2028,35,35,5,0,1640,1,1
2029,35,36,5,3,960,1,1
2030,35,37,0,0,1402,1,0
2031,35,38,0,0,2272,1,0
2032,35,39,0,2,1245,0,1
2033,35,40,0,1,2404,0,1
2034,35,41,4,5,1173,1,0
2035,35,42,5,3,1040,1,1
2036,35,43,1,5,1512,1,0
2037,35,44,0,4,1169,0,1
2038,35,45,3,3,1272,1,0
2039,35,46,1,1,1475,1,0
2040,35,47,5,0,2253,1,1
2041,35,48,3,4,1294,0,1
2042,35,49,5,0,1023,1,1
2043,35,50,2,5,1347,1,0
2044,35,51,2,1,873,1,1
2045,35,52,0,0,2098,0,0
2046,35,53,3,6,1069,0,1
2047,35,54,0,5,1515,0,1
2048,35,55,0,0,2500,0,0
2049,35,56,1,5,1173,1,0
2050,35,57,0,5,1184,0,1
2051,35,58,0,0,968,0,0
2052,35,59,1,4,976,0,1
2053,35,60,4,0,966,1,1
2054,35,61,0,0,1509,1,0
2055,35,62,5,0,1122,1,1
2056,35,63,2,3,1258,1,0
2057,35,64,4,0,1013,1,1
2058,35,65,4,3,810,1,1
2059,35,66,0,5,1300,0,1
2060,35,67,1,5,1853,0,1
2061,35,68,0,2,974,0,1
2062,35,69,1,0,1032,1,1
2063,35,70,0,4,968,0,1
2064,35,71,4,0,1131,1,1
2065,35,72,0,0,1565,0,0
2066,35,73,4,1,1028,1,1
2067,35,74,4,2,1044,1,1
2068,35,75,4,1,1156,1,1
2069,35,76,0,0,1497,1,0
2070,35,77,4,1,791,1,1
2071,35,78,2,0,2192,1,1
2072,35,79,0,4,970,0,1
2073,35,80,0,0,1487,1,0
2074,35,81,0,5,1303,0,1
2075,35,82,0,5,1162,0,1
2076,35,83,0,3,1842,0,1
2077,35,84,4,7,1317,1,0
2078,35,85,4,8,1246,0,1
2079,35,86,10,5,1020,1,1
2080,35,87,2,0,927,1,1
2081,35,88,5,0,1242,1,1
2082,35,89,0,0,1310,1,0
2083,35,90,8,7,1214,1,1
2084,35,91,3,0,1077,1,1
2085,35,92,1,5,1247,0,1
2086,35,93,4,2,1297,1,1
2087,35,94,2,4,1812,1,0
2088,35,95,0,2,1120,0,1
2089,35,96,6,3,937,1,1
2090,35,97,0,5,1247,0,1
2091,35,98,10,5,1167,1,1
2092,35,99,0,4,948,0,1
2093,35,100,10,5,1115,1,1
2094,38,1,3,7,1117,0,1
2095,38,2,7,3,1315,1,1
2096,38,3,4,7,825,0,1
2097,38,4,1,2,1276,0,1
2098,38,5,4,3,1501,1,1
2099,38,6,7,7,779,0,0
2100,38,7,5,1,1033,1,1
2101,38,8,3,6,913,0,1
2102,38,9,2,3,1332,0,1
2103,38,10,1,6,1171,0,1
2104,38,11,0,1,1257,0,1
2105,38,12,2,7,824,0,1
2106,38,13,2,3,1175,0,1
2107,38,14,0,2,1746,0,1
2108,38,15,5,1,1193,1,1
2109,38,16,2,1,1498,0,0
2110,38,17,3,2,2055,0,0
2111,38,18,2,3,1437,0,1
2112,38,19,1,0,1984,0,0
2113,38,20,0,4,1051,0,1
2114,38,21,7,2,783,1,1
2115,38,22,2,1,1505,0,0
2116,38,23,5,7,1385,0,1
2117,38,24,2,2,1310,1,0
2118,38,25,3,4,1669,0,1
2119,38,26,2,3,1765,0,1
2120,38,27,6,4,827,1,1
2121,38,28,0,2,2234,1,0
2122,38,29,3,5,1406,0,1
2123,38,30,4,3,1172,1,1
2124,38,31,2,2,963,1,0
2125,38,32,5,7,738,0,1
2126,38,33,0,1,1130,1,0
2127,38,34,2,3,1413,1,0
2128,38,35,3,3,1367,1,0
2129,38,36,2,7,1091,0,1
2130,38,37,5,6,1246,0,1
2131,38,38,3,0,1278,1,1
2132,38,39,7,2,745,1,1
2133,38,40,6,6,1720,0,0
2134,38,41,5,4,1227,0,0
2135,38,42,1,6,1447,0,1
2136,38,43,2,4,1283,0,1
2137,38,44,5,0,900,1,1
2138,38,45,3,0,1589,1,1
2139,38,46,0,2,1590,1,0
2140,38,47,3,7,791,0,1
2141,38,48,0,3,1328,0,1
2142,38,49,1,2,1425,1,0
2143,38,50,1,2,1479,1,0
2144,38,51,2,2,1686,1,0
2145,38,52,1,0,961,0,0
2146,38,53,2,3,1156,1,0
2147,38,54,3,7,723,0,1
2148,38,55,2,2,1061,1,0
2149,38,56,0,2,981,1,0
2150,38,57,0,3,912,0,1
2151,38,58,2,5,982,0,1
2152,38,59,5,4,1028,1,1
2153,38,60,3,1,1253,1,1
2154,38,61,1,1,922,0,0
2155,38,62,2,4,1313,0,1
2156,38,63,2,5,1394,0,1
2157,38,64,1,4,1020,0,1
2158,38,65,7,6,1398,1,1
2159,38,66,1,6,1237,0,1
2160,38,67,3,2,1153,1,1
2161,38,68,7,2,1202,1,1
2162,38,69,4,6,1319,0,1
2163,38,70,3,6,1227,0,1
2164,38,71,0,3,1248,0,1
2165,38,72,6,5,1280,1,1
2166,38,73,0,2,1298,0,1
2167,38,74,3,1,1911,1,1
2168,38,75,8,6,1099,1,1
2169,38,76,6,2,1129,1,1
2170,38,77,2,3,1028,0,1
2171,38,78,5,3,2023,1,1
2172,38,79,4,6,977,0,1
2173,38,80,2,0,1211,1,1
2174,38,81,0,0,1286,1,0
2175,38,82,3,6,1229,0,1
2176,38,83,2,4,974,0,1
2177,38,84,7,3,1104,1,1
2178,38,85,8,6,577,1,1
2179,38,86,3,0,1402,0,0
2180,38,87,2,1,1219,1,1
2181,38,88,4,1,1312,1,1
2182,38,89,3,2,1233,1,1
2183,38,90,1,3,976,0,1
2184,38,91,6,2,1457,0,0
2185,38,92,6,5,904,1,1
2186,38,93,3,2,980,1,1
2187,38,94,2,5,1012,0,1
2188,38,95,1,3,844,0,1
2189,38,96,7,2,770,1,1
2190,38,97,2,1,959,1,1
2191,38,98,2,2,968,0,0
2192,38,99,4,7,1099,0,1
2193,38,100,0,5,1012,0,1
2194,39,1,3,0,1504,1,1
2195,39,2,4,2,1669,0,0
2196,39,3,4,0,2034,1,1
2197,39,4,5,6,4151,1,0
2198,39,5,0,3,2051,1,0
2199,39,6,1,5,2244,0,1
2200,39,7,2,3,2450,0,1
2201,39,8,5,0,1684,1,1
2202,39,9,4,3,3350,0,0
2203,39,10,3,5,2187,0,1
2204,39,11,4,2,3283,0,0
2205,39,12,1,5,2762,0,1
2206,39,13,1,3,2199,0,1
2207,39,14,1,0,2616,1,1
2208,39,15,1,0,2412,1,1
2209,39,16,3,0,1975,1,1
2210,39,17,0,1,1374,1,0
2211,39,18,3,2,2574,0,0
2212,39,19,2,5,1675,0,1
2213,39,20,4,5,1536,0,1
2214,39,21,1,2,2369,1,0
2215,39,22,7,5,1326,1,1
2216,39,23,4,3,1701,0,0
2217,39,24,7,4,1683,1,1
2218,39,25,1,2,1605,0,1
2219,39,26,4,5,1379,0,1
2220,39,27,1,6,2087,0,1
2221,39,28,3,4,1676,1,0
2222,39,29,0,3,1217,0,1
2223,39,30,0,2,2036,0,1
2224,39,31,1,0,2691,1,1
2225,39,32,1,5,1636,0,1
2226,39,33,5,4,2029,1,1
2227,39,34,10,5,1368,1,1
2228,39,35,5,5,1225,1,0
2229,39,36,1,5,2021,1,0
2230,39,37,2,1,2073,0,0
2231,39,38,4,5,1470,0,1
2232,39,39,5,4,1027,1,1
2233,39,40,5,3,1373,1,1
2234,39,41,1,0,1338,1,1
2235,39,42,2,5,1250,0,1
2236,39,43,5,3,1581,1,1
2237,39,44,10,5,2422,0,0
2238,39,45,0,2,2309,0,1
2239,39,46,5,2,1694,0,0
2240,39,47,2,5,2436,0,1
2241,39,48,1,3,2104,0,1
2242,39,49,2,2,2153,0,0
2243,39,50,4,2,2671,0,0
2244,39,51,5,0,1191,1,1
2245,39,52,2,2,1775,1,0
2246,39,53,0,5,1606,0,1
2247,39,54,5,2,1793,1,1
2248,39,55,0,1,2180,0,1
2249,39,56,1,0,2840,1,1
2250,39,57,0,2,1643,0,1
2251,39,58,2,0,1658,1,1
2252,39,59,2,1,1550,1,1
2253,39,60,2,5,1551,0,1
2254,39,61,1,1,1554,0,0
2255,39,62,5,0,2999,1,1
2256,39,63,5,0,1974,1,1
2257,39,64,0,1,2414,0,1
2258,39,65,2,4,1565,0,1
2259,39,66,4,4,1476,1,0
2260,39,67,5,2,2094,1,1
2261,39,68,1,0,2018,1,1
2262,39,69,2,4,2094,0,1
2263,39,70,2,3,1474,1,0
2264,39,71,0,0,1856,0,0
2265,39,72,4,5,1670,1,0
2266,39,73,1,2,1236,0,1
2267,39,74,1,2,2131,1,0
2268,39,75,5,0,2157,1,1
2269,39,76,0,5,1326,0,1
2270,39,77,5,3,993,1,1
2271,39,78,5,2,1375,1,1
2272,39,79,3,6,2258,1,0
2273,39,80,0,2,1283,0,1
2274,39,81,4,2,2193,0,0
2275,39,82,2,4,3445,0,1
2276,39,83,0,4,2464,0,1
2277,39,84,0,4,1797,0,1
2278,39,85,5,1,1976,1,1
2279,39,86,5,1,2071,1,1
2280,39,87,5,2,1277,1,1
2281,39,88,2,3,1662,0,1
2282,39,89,3,4,1937,1,0
2283,39,90,5,5,1784,1,0
2284,39,91,1,4,1532,0,1
2285,39,92,3,4,1352,0,1
2286,39,93,1,4,2458,0,1
2287,39,94,2,3,4147,0,1
2288,39,95,2,5,2273,0,1
2289,39,96,1,1,1862,0,0
2290,39,97,1,1,1510,0,0
2291,39,98,2,7,1535,0,1
2292,39,99,2,3,2104,1,0
2293,39,100,0,2,1974,1,0
2294,40,1,0,4,1448,0,1
2295,40,2,8,5,1667,1,1
2296,40,3,4,0,1195,1,1
2297,40,4,4,6,1215,1,0
2298,40,5,0,1,1029,0,1
2299,40,6,4,6,1571,0,1
2300,40,7,1,4,2897,0,1
2301,40,8,5,4,1230,1,1
2302,40,9,2,5,1349,0,1
2303,40,10,2,0,2620,0,0
2304,40,11,3,1,1404,1,1
2305,40,12,2,5,1637,0,1
2306,40,13,2,1,1697,0,0
2307,40,14,4,1,1227,1,1
2308,40,15,2,4,2226,1,0
2309,40,16,2,0,1913,1,1
2310,40,17,7,6,1251,1,1
2311,40,18,4,0,1488,1,1
2312,40,19,6,5,1358,0,0
2313,40,20,2,1,1395,1,1
2314,40,21,6,8,1484,0,1
2315,40,22,2,0,1530,1,1
2316,40,23,1,4,2298,1,0
2317,40,24,5,0,1212,1,1
2318,40,25,1,0,1325,0,0
2319,40,26,2,1,1861,0,0
2320,40,27,0,4,1108,0,1
2321,40,28,4,2,1526,1,1
2322,40,29,4,7,1337,0,1
2323,40,30,3,2,1422,1,1
2324,40,31,4,5,3690,1,0
2325,40,32,1,3,2009,1,0
2326,40,33,2,0,1158,1,1
2327,40,34,6,6,1638,0,0
2328,40,35,2,2,2112,1,0
2329,40,36,2,7,1475,1,0
2330,40,37,5,5,1079,1,0
2331,40,38,6,1,1286,1,1
2332,40,39,2,7,1289,0,1
2333,40,40,4,2,1461,1,1
2334,40,41,6,5,2115,0,0
2335,40,42,2,5,1131,0,1
2336,40,43,6,2,1569,0,0
2337,40,44,7,2,1431,1,1
2338,40,45,4,9,1691,0,1
2339,40,46,1,2,2573,1,0
2340,40,47,7,2,1415,1,1
2341,40,48,5,0,1093,1,1
2342,40,49,0,3,974,0,1
2343,40,50,3,4,1722,0,1
2344,40,51,2,4,1060,1,0
2345,40,52,8,5,1734,1,1
2346,40,53,5,1,1198,1,1
2347,40,54,4,1,1909,1,1
2348,40,55,4,2,949,1,1
2349,40,56,0,0,3056,0,0
2350,40,57,4,1,859,1,1
2351,40,58,7,2,1143,1,1
2352,40,59,5,5,1224,0,0
2353,40,60,2,3,1863,0,1
2354,40,61,3,6,1049,0,1
2355,40,62,3,6,1232,0,1
2356,40,63,1,0,2499,1,1
2357,40,64,5,4,1347,1,1
2358,40,65,4,2,1671,1,1
2359,40,66,5,1,1384,1,1
2360,40,67,6,2,2280,1,1
2361,40,68,1,6,1255,0,1
2362,40,69,5,1,1413,1,1
2363,40,70,7,3,3184,1,1
2364,40,71,5,1,1356,1,1
2365,40,72,5,4,1868,1,1
2366,40,73,7,2,1102,1,1
2367,40,74,5,0,1384,1,1
2368,40,75,4,3,1232,0,0
2369,40,76,10,6,1221,1,1
2370,40,77,2,6,1116,0,1
2371,40,78,5,2,1406,1,1
2372,40,79,2,5,910,0,1
2373,40,80,5,8,1764,0,1
2374,40,81,5,9,1429,0,1
2375,40,82,7,2,1456,1,1
2376,40,83,1,6,1376,1,0
2377,40,84,5,7,1112,0,1
2378,40,85,6,5,1195,1,1
2379,40,86,1,4,2285,0,1
2380,40,87,1,2,1187,1,0
2381,40,88,2,6,1355,0,1
2382,40,89,1,2,2419,0,1
2383,40,90,3,0,1640,1,1
2384,40,91,3,0,1599,1,1
2385,40,92,4,2,1708,1,1
2386,40,93,5,6,1046,1,0
2387,40,94,8,8,2257,1,0
2388,40,95,1,2,1946,1,0
